"","Row","Col","ControlType","ProbeName","SystematicName","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"26205",180,4,0,"A_25_P00011998","hsa-miR-26a-5p",-2.79622228811797,9.61247966823859,-5.83285324966341,1.30950349594162e-05,0.00144468137650693,3.36391853215573
"38624",265,58,0,"A_25_P00014179","hsa-miR-532-5p",-2.29949552207341,7.71128418575597,-5.83055337512461,1.31595326325792e-05,0.00144894468931291,3.35919692827939
"35308",242,109,0,"A_25_P00010474","hsa-miR-100-5p",-3.6371291675272,10.0191824091088,-5.8274422016509,1.32473018039266e-05,0.00145332457105681,3.35280865159443
"37133",255,25,0,"A_25_P00011999","hsa-miR-26a-5p",-2.83625711127512,11.3739979239039,-5.82656102158778,1.32722697927898e-05,0.00145332457105681,3.35099906747292
"43281",297,61,0,"A_25_P00014179","hsa-miR-532-5p",-2.17161982420069,7.72566918839651,-5.82639050451167,1.32771069227944e-05,0.00145332457105681,3.35064888341239
"13899",95,163,0,"A_25_P00014589","hsa-miR-125b-2-3p",-1.23812550559711,6.40402006993309,-5.82122399665815,1.34245288950833e-05,0.00146659707094746,3.34003685188311
"54658",375,106,0,"A_25_P00010475","hsa-miR-100-5p",-3.06280715884005,8.56293863833256,-5.81825695082888,1.35099497108161e-05,0.00147110264562373,3.33394096715265
"38971",267,111,0,"A_25_P00012001","hsa-miR-26b-5p",-2.85870831331859,8.95590180515147,-5.81654104722548,1.35596047999729e-05,0.00147110264562373,3.33041507318223
"42097",289,50,0,"A_25_P00010130","hsa-miR-497-5p",-2.27991665438224,6.95444407474435,-5.8161562080568,1.35707670363904e-05,0.00147110264562373,3.32962424112537
"45837",315,41,0,"A_25_P00011999","hsa-miR-26a-5p",-2.88843344271713,11.3618508637465,-5.79671265053316,1.41471818142e-05,0.00151956832690511,3.28964354169708
"11969",82,125,0,"A_25_P00013484","hsa-miR-29c-5p",-1.46367492430745,6.6042202174255,-5.79508476002044,1.41965676536436e-05,0.00151956832690511,3.28629399784676
